"Post-
code",Gemeente,Deelgemeente,Provincie,Inwoners,"Facili-
teiten","Vertaling naam
(deel)gemeente"
3370,Boutersem,Vertrijk,Vlaams-Brabant,,,
3370,Boutersem,Willebringen,Vlaams-Brabant,,,
3380,Glabbeek,Bunsbeek,Vlaams-Brabant,,,
3380,Glabbeek,Glabbeek-Zuurbemde,Vlaams-Brabant,,,
3381,Glabbeek,Kapellen,Vlaams-Brabant,,,
3384,Glabbeek,Attenrode,Vlaams-Brabant,,,
3390,Tielt-Winge,Houwaart,Vlaams-Brabant,,,
3390,Tielt-Winge,Sint-Joris-Winge,Vlaams-Brabant,,,
3390,Tielt-Winge,Tielt,Vlaams-Brabant,,,
3391,Tielt-Winge,Meensel-Kiezegem,Vlaams-Brabant,,,
3400,Landen,Eliksem,Vlaams-Brabant,,,
3400,Landen,Ezemaal,Vlaams-Brabant,,,
3400,Landen,Laar,Vlaams-Brabant,,,
3400,Landen,Neerwinden,Vlaams-Brabant,,,
3400,Landen,Overwinden,Vlaams-Brabant,,,
3400,Landen,Rumsdorp,Vlaams-Brabant,,,
3400,Landen,Wange,Vlaams-Brabant,,,
3401,Landen,Waasmont,Vlaams-Brabant,,,
3401,Landen,Walsbets,Vlaams-Brabant,,,
3401,Landen,Walshoutem,Vlaams-Brabant,,,
3401,Landen,Wezeren,Vlaams-Brabant,,,
3404,Landen,Attenhoven,Vlaams-Brabant,,,
3404,Landen,Neerlanden,Vlaams-Brabant,,,
3440,Zoutleeuw,Budingen,Vlaams-Brabant,,,
3440,Zoutleeuw,Dormaal,Vlaams-Brabant,,,
3440,Zoutleeuw,Halle-Booienhoven,Vlaams-Brabant,,,
3440,Zoutleeuw,Helen-Bos,Vlaams-Brabant,,,
3450,Geetbets,Grazen,Vlaams-Brabant,,,
3454,Geetbets,Rummen,Vlaams-Brabant,,,
3460,Bekkevoort,Assent,Vlaams-Brabant,,,
3461,Bekkevoort,Molenbeek-Wersbeek,Vlaams-Brabant,,,
3470,Kortenaken,Ransberg,Vlaams-Brabant,,,
3471,Kortenaken,Hoeleden,Vlaams-Brabant,,,
3472,Kortenaken,Kersbeek-Miskom,Vlaams-Brabant,,,
3473,Kortenaken,Waanrode,Vlaams-Brabant,,,
3500,Hasselt,Sint-Lambrechts-Herk,Limburg,,,
3501,Hasselt,Wimmertingen,Limburg,,,
3510,Hasselt,Kermt,Limburg,,,
3510,Hasselt,Spalbeek,Limburg,,,
3511,Hasselt,Kuringen,Limburg,,,
3511,Hasselt,Stokrooie,Limburg,,,
3512,Hasselt,Stevoort,Limburg,,,
3530,Houthalen-Helchteren,Helchteren,Limburg,,,
3530,Houthalen-Helchteren,Houthalen,Limburg,,,
3540,Herk-de-Stad,Berbroek,Limburg,,,
3540,Herk-de-Stad,Donk,Limburg,,,
3540,Herk-de-Stad,Schulen,Limburg,,,
3545,Halen,Loksbergen,Limburg,,,
3545,Halen,Zelem,Limburg,,,
3550,Heusden-Zolder,Heusden,Limburg,,,
3550,Heusden-Zolder,Zolder,Limburg,,,
3560,Lummen,Linkhout,Limburg,,,
3560,Lummen,Meldert,Limburg,,,
3581,Beringen,Beverlo,Limburg,,,
3582,Beringen,Koersel,Limburg,,,
3583,Beringen,Paal,Limburg,,,
3620,Lanaken,Gellik,Limburg,,,
3620,Lanaken,Neerharen,Limburg,,,
3620,Lanaken,Veldwezelt,Limburg,,,
3621,Lanaken,Rekem,Limburg,,,
3630,Maasmechelen,Eisden,Limburg,,,
3630,Maasmechelen,Leut,Limburg,,,
3630,Maasmechelen,Mechelen-aan-de-Maas,Limburg,,,
3630,Maasmechelen,Meeswijk,Limburg,,,
3630,Maasmechelen,Opgrimbie,Limburg,,,
3630,Maasmechelen,Vucht,Limburg,,,
3631,Maasmechelen,Boorsem,Limburg,,,
3631,Maasmechelen,Uikhoven,Limburg,,,
3640,Kinrooi,Kessenich,Limburg,,,
3640,Kinrooi,Molenbeersel,Limburg,,,
3640,Kinrooi,Ophoven,Limburg,,,
3650,Dilsen-Stokkem,Dilsen,Limburg,,,
3650,Dilsen-Stokkem,Elen,Limburg,,,
3650,Dilsen-Stokkem,Lanklaar,Limburg,,,
3650,Dilsen-Stokkem,Rotem,Limburg,,,
3650,Dilsen-Stokkem,Stokkem,Limburg,,,
3668,As,Niel-bij-As,Limburg,,,
3670,Meeuwen-Gruitrode,Ellikom,Limburg,,,
3670,Meeuwen-Gruitrode,Gruitrode,Limburg,,,
3670,Meeuwen-Gruitrode,Meeuwen,Limburg,,,
3670,Meeuwen-Gruitrode,Neerglabbeek,Limburg,,,
3670,Meeuwen-Gruitrode,Wijshagen,Limburg,,,
3680,Maaseik,Neeroeteren,Limburg,,,
3680,Maaseik,Opoeteren,Limburg,,,
3700,Tongeren,Berg,Limburg,,,
3700,Tongeren,Diets-Heur,Limburg,,,
3700,Tongeren,Haren,Limburg,,,
3700,Tongeren,Henis,Limburg,,,
3700,Tongeren,Kolmont,Limburg,,,
3700,Tongeren,Koninksem,Limburg,,,
3700,Tongeren,Lauw,Limburg,,,
3700,Tongeren,Mal,Limburg,,,
3700,Tongeren,Neerrepen,Limburg,,,
3700,Tongeren,Nerem,Limburg,,,
3700,Tongeren,Overrepen,Limburg,,,
3700,Tongeren,Piringen,Limburg,,,
3700,Tongeren,Riksingen,Limburg,,,
3700,Tongeren,Rutten,Limburg,,,
3700,Tongeren,'s-Herenelderen,Limburg,,,
3700,Tongeren,Sluizen,Limburg,,,
3700,Tongeren,Vreren,Limburg,,,
3700,Tongeren,Widooie,Limburg,,,
3721,Kortessem,Vliermaalroot,Limburg,,,
3722,Kortessem,Wintershoven,Limburg,,,
3723,Kortessem,Guigoven,Limburg,,,
3724,Kortessem,Vliermaal,Limburg,,,
3730,Hoeselt,Romershoven,Limburg,,,
3730,Hoeselt,Sint-Huibrechts-Hern,Limburg,,,
3730,Hoeselt,Werm,Limburg,,,
3732,Hoeselt,Schalkhoven,Limburg,,,
3740,Bilzen,Beverst,Limburg,,,
3740,Bilzen,Eigenbilzen,Limburg,,,
3740,Bilzen,Grote-Spouwen,Limburg,,,
3740,Bilzen,Hees,Limburg,,,
3740,Bilzen,Kleine-Spouwen,Limburg,,,
3740,Bilzen,Mopertingen,Limburg,,,
3740,Bilzen,Munsterbilzen,Limburg,,,
3740,Bilzen,Rijkhoven,Limburg,,,
3740,Bilzen,Rosmeer,Limburg,,,
3740,Bilzen,Waltwilder,Limburg,,,
3742,Bilzen,Martenslinde,Limburg,,,
3746,Bilzen,Hoelbeek,Limburg,,,
3770,Riemst,Genoelselderen,Limburg,,,
3770,Riemst,Herderen,Limburg,,,
3770,Riemst,Kanne,Limburg,,,
3770,Riemst,Membruggen,Limburg,,,
3770,Riemst,Millen,Limburg,,,
3770,Riemst,Val-Meer,Limburg,,,
3770,Riemst,Vlijtingen,Limburg,,,
3770,Riemst,Vroenhoven,Limburg,,,
3770,Riemst,Zichen-Zussen--Bolder,Limburg,,,
3790,Voeren,Fourons-Saint-Martin,Limburg,,f,Sint-Martens-Voeren
3790,Voeren,Moelingen,Limburg,,f,Mouland
3790,Voeren,Mouland,Limburg,,f,Moelingen
3790,Voeren,Sint-Martens-Voeren,Limburg,,f,Fourons-Saint-Martin
3791,Voeren,Remersdaal,Limburg,,f,
3792,Voeren,Fourons-Saint-Pierre,Limburg,,f,Sint-Pieters-Voeren
3792,Voeren,Sint-Pieters-Voeren,Limburg,,f,Fourons-Saint-Pierre
3793,Voeren,Teuven,Limburg,,f,
3798,Voeren,Fourons-le-Comte,Limburg,,f,'s-Gravenvoeren
3798,Voeren,'s-Gravenvoeren,Limburg,,f,Fourons-le-Comte
3800,Sint-Truiden,Aalst,Limburg,,,
3800,Sint-Truiden,Brustem,Limburg,,,
3800,Sint-Truiden,Engelmanshoven,Limburg,,,
3800,Sint-Truiden,Gelinden,Limburg,,,
3800,Sint-Truiden,Groot-Gelmen,Limburg,,,
3800,Sint-Truiden,Halmaal,Limburg,,,
3800,Sint-Truiden,Ordingen,Limburg,,,
3800,Sint-Truiden,Zepperen,Limburg,,,
3803,Sint-Truiden,Duras,Limburg,,,
3803,Sint-Truiden,Gorsem,Limburg,,,
3803,Sint-Truiden,Runkelen,Limburg,,,
3803,Sint-Truiden,Wilderen,Limburg,,,
3806,Sint-Truiden,Velm,Limburg,,,
3830,Wellen,Berlingen,Limburg,,,
3831,Wellen,Herten,Limburg,,,
3832,Wellen,Ulbeek,Limburg,,,
3840,Borgloon,Bommershoven,Limburg,,,
3840,Borgloon,Broekom,Limburg,,,
3840,Borgloon,Gors-Opleeuw,Limburg,,,
3840,Borgloon,Gotem,Limburg,,,
3840,Borgloon,Groot-Loon,Limburg,,,
3840,Borgloon,Hendrieken,Limburg,,,
3840,Borgloon,Hoepertingen,Limburg,,,
3840,Borgloon,Jesseren,Limburg,,,
3840,Borgloon,Kerniel,Limburg,,,
3840,Borgloon,Kuttekoven,Limburg,,,
3840,Borgloon,Rijkel,Limburg,,,
3840,Borgloon,Voort,Limburg,,,
3850,Nieuwerkerken,Binderveld,Limburg,,,
3850,Nieuwerkerken,Kozen,Limburg,,,
3850,Nieuwerkerken,Wijer,Limburg,,,
3870,Heers,Batsheers,Limburg,,,
3870,Heers,Gutschoven,Limburg,,,
3870,Heers,Heks,Limburg,,,
3870,Heers,Horpmaal,Limburg,,,
3870,Heers,Klein-Gelmen,Limburg,,,
3870,Heers,Mechelen-Bovelingen,Limburg,,,
3870,Heers,Mettekoven,Limburg,,,
3870,Heers,Opheers,Limburg,,,
3870,Heers,Rukkelingen-Loon,Limburg,,,
3870,Heers,Vechmaal,Limburg,,,
3870,Heers,Veulen,Limburg,,,
3890,Gingelom,Boekhout,Limburg,,,
3890,Gingelom,Jeuk,Limburg,,,
3890,Gingelom,Kortijs,Limburg,,,
3890,Gingelom,Montenaken,Limburg,,,
3890,Gingelom,Niel-bij-Sint-Truiden,Limburg,,,
3890,Gingelom,Vorsen,Limburg,,,
3891,Gingelom,Borlo,Limburg,,,
3891,Gingelom,Buvingen,Limburg,,,
3891,Gingelom,Kerkom-bij-Sint-Truiden,Limburg,,,
3891,Gingelom,Mielen-Boven-Aalst,Limburg,,,
3891,Gingelom,Muizen,Limburg,,,
3910,Neerpelt,Sint-Huibrechts-Lille,Limburg,,,
3930,Hamont-Achel,Achel,Limburg,,,
3930,Hamont-Achel,Hamont,Limburg,,,
3940,Hechtel-Eksel,Hechtel,Limburg,,,
3941,Hechtel-Eksel,Eksel,Limburg,,,
3945,Ham,Kwaadmechelen,Limburg,,,
3945,Ham,Oostham,Limburg,,,
3950,Bocholt,Kaulille,Limburg,,,
3950,Bocholt,Reppel,Limburg,,,
3960,Bree,Beek,Limburg,,,
3960,Bree,Gerdingen,Limburg,,,
3960,Bree,Opitter,Limburg,,,
3960,Bree,Tongerlo,Limburg,,,
3971,Leopoldsburg,Heppen,Limburg,,,
3990,Peer,Grote-Brogel,Limburg,,,
3990,Peer,Kleine-Brogel,Limburg,,,
3990,Peer,Wijchmaal,Limburg,,,
4000,Liège,Glain,Liège,,,
4000,Liège,Rocourt,Liège,,,
4020,Liège,Bressoux,Liège,,,
4020,Liège,Jupille-sur-Meuse,Liège,,,
4020,Liège,Wandre,Liège,,,
4030,Liège,Grivegnée,Liège,,,
4031,Liège,Angleur,Liège,,,
4032,Liège,Chênée,Liège,,,
4041,Herstal,Milmort,Liège,,,
4041,Herstal,Vottem,Liège,,,
4042,Herstal,Liers,Liège,,,
4051,Chaudfontaine,Vaux-sous-Chèvremont,Liège,,,
4052,Chaudfontaine,Beaufays,Liège,,,
4053,Chaudfontaine,Embourg,Liège,,,
4100,Seraing,Boncelles,Liège,,,
4101,Seraing,Jemeppe-sur-Meuse,Liège,,,
4102,Seraing,Ougrée,Liège,,,
4120,Neupré,Ehein,Liège,,,
4120,Neupré,Rotheux-Rimière,Liège,,,
4121,Neupré,Neuville-en-Condroz,Liège,,,
4122,Neupré,Plainevaux,Liège,,,
4130,Esneux,Tilff,Liège,,,
4140,Sprimont,Dolembreux,Liège,,,
4140,Sprimont,Gomzé-Andoumont,Liège,,,
4140,Sprimont,Rouvreux,Liège,,,
4141,Sprimont,Louveigné,Liège,,,
4161,Anthisnes,Villers-aux-Tours,Liège,,,
4162,Anthisnes,Hody,Liège,,,
4163,Anthisnes,Tavier,Liège,,,
4171,Comblain-au-Pont,Poulseur,Liège,,,
4180,Hamoir,Comblain-Fairon,Liège,,,
4181,Hamoir,Filot,Liège,,,
4190,Ferrières,My,Liège,,,
4190,Ferrières,Vieuxville,Liège,,,
4190,Ferrières,Werbomont,Liège,,,
4190,Ferrières,Xhoris,Liège,,,
4210,Burdinne,Hannêche,Liège,,,
4210,Burdinne,Lamontzée,Liège,,,
4210,Burdinne,Marneffe,Liège,,,
4210,Burdinne,Oteppe,Liège,,,
4210,Burdinne,Vissoul,Liège,,,
4217,Héron,Lavoir,Liège,,,
4217,Héron,Waret-l'Évêque,Liège,,,
4218,Héron,Couthuin,Liège,,,
4219,Wasseiges,Acosse,Liège,,,
4219,Wasseiges,Ambresin,Liège,,,
4219,Wasseiges,Meeffe,Liège,,,
4250,Geer,Boëlhe,Liège,,,
4250,Geer,Hollogne-sur-Geer,Liège,,,
4250,Geer,Lens-Saint-Servais,Liège,,,
4252,Geer,Omal,Liège,,,
4253,Geer,Darion,Liège,,,
4254,Geer,Ligney,Liège,,,
4257,Berloz,Corswarem,Liège,,,
4257,Berloz,Rosoux-Crenwick,Liège,,,
4260,Braives,Avennes,Liège,,,
4260,Braives,Ciplet,Liège,,,
4260,Braives,Fallais,Liège,,,
4260,Braives,Fumal,Liège,,,
4260,Braives,Ville-en-Hesbaye,Liège,,,
4261,Braives,Latinne,Liège,,,
4263,Braives,Tourinne,Liège,,,
4280,Hannut,Abolens,Liège,,,
4280,Hannut,Avernas-le-Bauduin,Liège,,,
4280,Hannut,Avin,Liège,,,
4280,Hannut,Bertrée,Liège,,,
4280,Hannut,Blehen,Liège,,,
4280,Hannut,Cras-Avernas,Liège,,,
4280,Hannut,Crehen,Liège,,,
4280,Hannut,Grand-Hallet,Liège,,,
4280,Hannut,Lens-Saint-Remy,Liège,,,
4280,Hannut,Merdorp,Liège,,,
4280,Hannut,Moxhe,Liège,,,
4280,Hannut,Petit-Hallet,Liège,,,
4280,Hannut,Poucet,Liège,,,
4280,Hannut,Thisnes,Liège,,,
4280,Hannut,Trognée,Liège,,,
4280,Hannut,Villers-le-Peuplier,Liège,,,
4280,Hannut,Wansin,Liège,,,
4287,Lincent,Pellaines,Liège,,,
4287,Lincent,Racour,Liège,,,
4300,Waremme,Bettincourt,Liège,,,
4300,Waremme,Bleret,Liège,,,
4300,Waremme,Bovenistier,Liège,,,
4300,Waremme,Grand-Axhe,Liège,,,
4300,Waremme,Lantremange,Liège,,,
4300,Waremme,Oleye,Liège,,,
4317,Faimes,Aineffe,Liège,,,
4317,Faimes,Borlez,Liège,,,
4317,Faimes,Celles,Liège,,,
4317,Faimes,Les Waleffes,Liège,,,
4317,Faimes,Viemme,Liège,,,
4340,Awans,Fooz,Liège,,,
4340,Awans,Othée,Liège,,,
4340,Awans,Villers-Évêque,Liège,,,
4342,Awans,Hognoul,Liège,,,
4347,Fexhe-le-Haut-Clocher,Freloux,Liège,,,
4347,Fexhe-le-Haut-Clocher,Noville,Liège,,,
4347,Fexhe-le-Haut-Clocher,Roloux,Liège,,,
4347,Fexhe-le-Haut-Clocher,Voroux-Goreux,Liège,,,
4350,Remicourt,Lamine,Liège,,,
4350,Remicourt,Momalle,Liège,,,
4350,Remicourt,Pousset,Liège,,,
4351,Remicourt,Hodeige,Liège,,,
4357,Donceel,Haneffe,Liège,,,
4357,Donceel,Jeneffe,Liège,,,
4357,Donceel,Limont,Liège,,,
4360,Oreye,Bergilers,Liège,,,
4360,Oreye,Grandville,Liège,,,
4360,Oreye,Lens-sur-Geer,Liège,,,
4360,Oreye,Otrange,Liège,,,
4367,Crisnée,Fize-le-Marsal,Liège,,,
4367,Crisnée,Kemexhe,Liège,,,
4367,Crisnée,Odeur,Liège,,,
4367,Crisnée,Thys,Liège,,,
4400,Flémalle,Awirs,Liège,,,
4400,Flémalle,Chokier,Liège,,,
4400,Flémalle,Flémalle-Grande,Liège,,,
4400,Flémalle,Flémalle-Haute,Liège,,,
4400,Flémalle,Gleixhe,Liège,,,
4400,Flémalle,Ivoz-Ramet,Liège,,,
4400,Flémalle,Mons-lez-Liège,Liège,,,
4420,Saint-Nicolas,Montegnée,Liège,,,
4420,Saint-Nicolas,Tilleur,Liège,,,
4431,Ans,Loncin,Liège,,,
4432,Ans,Alleur,Liège,,,
4432,Ans,Xhendremael,Liège,,,
4450,Juprelle,Lantin,Liège,,,
4450,Juprelle,Slins,Liège,,,
4451,Juprelle,Voroux-lez-Liers,Liège,,,
4452,Juprelle,Paifve,Liège,,,
4452,Juprelle,Wihogne,Liège,,,
4453,Juprelle,Villers-Saint-Siméon,Liège,,,
4458,Juprelle,Fexhe-Slins,Liège,,,
4460,Grâce-Hollogne,Bierset,Liège,,,
4460,Grâce-Hollogne,Grâce-Berleur,Liège,,,
4460,Grâce-Hollogne,Hollogne-aux-Pierres,Liège,,,
4460,Grâce-Hollogne,Horion-Hozémont,Liège,,,
4460,Grâce-Hollogne,Velroux,Liège,,,
4480,Engis,Clermont-sous-Huy,Liège,,,
4480,Engis,Hermalle-sous-Huy,Liège,,,
4500,Huy,Ben-Ahin,Liège,,,
4500,Huy,Neuville-sous-Huy,Liège,,,
4500,Huy,Tihange,Liège,,,
4520,Wanze,Antheit,Liège,,,
4520,Wanze,Bas-Oha,Liège,,,
4520,Wanze,Huccorgne,Liège,,,
4520,Wanze,Moha,Liège,,,
4520,Wanze,Vinalmont,Liège,,,
4530,Villers-le-Bouillet,Fize-Fontaine,Liège,,,
4530,Villers-le-Bouillet,Vaux-et-Borset,Liège,,,
4530,Villers-le-Bouillet,Vieux-Waleffe,Liège,,,
4530,Villers-le-Bouillet,Warnant-Dreye,Liège,,,
4537,Verlaine,Chapon-Seraing,Liège,,,
4537,Verlaine,Seraing-le-Château,Liège,,,
4540,Amay,Ampsin,Liège,,,
4540,Amay,Flône,Liège,,,
4540,Amay,Jehay-Bodegnée,Liège,,,
4540,Amay,Ombret-Rawsa,Liège,,,
4550,Nandrin,Saint-Séverin,Liège,,,
4550,Nandrin,Villers-le-Temple,Liège,,,
4550,Nandrin,Yernée-Fraineux,Liège,,,
4557,Tinlot,Abée,Liège,,,
4557,Tinlot,Fraiture,Liège,,,
4557,Tinlot,Ramelot,Liège,,,
4557,Tinlot,Seny,Liège,,,
4557,Tinlot,Soheit-Tinlot,Liège,,,
4560,Clavier,Bois-et-Borsu,Liège,,,
4560,Clavier,Les Avins,Liège,,,
4560,Clavier,Ocquier,Liège,,,
4560,Clavier,Pailhe,Liège,,,
4560,Clavier,Terwagne,Liège,,,
4570,Marchin,Vyle-et-Tharoul,Liège,,,
4577,Modave,Linchet,Liège,,,
4577,Modave,Outrelouxhe,Liège,,,
4577,Modave,Strée,Liège,,,
4577,Modave,Vierset-Barse,Liège,,,
4590,Ouffet,Ellemelle,Liège,,,
4590,Ouffet,Warzée,Liège,,,
4600,Visé,Lanaye,Liège,,,
4600,Visé,Lixhe,Liège,,,
4600,Visé,Richelle,Liège,,,
4601,Visé,Argenteau,Liège,,,
4602,Visé,Cheratte,Liège,,,
4606,Dalhem,Saint-André,Liège,,,
4607,Blégny,Feneur,Liège,,,
4607,Dalhem,Berneau,Liège,,,
4607,Dalhem,Bombaye,Liège,,,
4607,Dalhem,Mortroux,Liège,,,
4608,Dalhem,Neufchâteau,Liège,,,
4608,Dalhem,Warsage,Liège,,,
4610,Beyne-Heusay,Bellaire,Liège,,,
4610,Beyne-Heusay,Queue-du-Bois,Liège,,,
4621,Fléron,Retinne,Liège,,,
4623,Fléron,Magnée,Liège,,,
4624,Fléron,Romsée,Liège,,,
4630,Soumagne,Ayeneux,Liège,,,
4630,Soumagne,Micheroux,Liège,,,
4631,Soumagne,Evegnée,Liège,,,
4631,Soumagne,Tignée,Liège,,,
4632,Soumagne,Cerexhe-Heuseux,Liège,,,
4633,Soumagne,Melen,Liège,,,
4650,Herve,Chaineux,Liège,,,
4650,Herve,Grand-Rechain,Liège,,,
4650,Herve,Julémont,Liège,,,
4651,Herve,Battice,Liège,,,
4652,Herve,Xhendelesse,Liège,,,
4653,Herve,Bolland,Liège,,,
4654,Herve,Charneux,Liège,,,
4670,Blégny,Mortier,Liège,,,
4670,Blégny,Trembleur,Liège,,,
4671,Blégny,Barchon,Liège,,,
4671,Blégny,Housse,Liège,,,
4671,Blégny,Saive,Liège,,,
4672,Blégny,Saint-Remy,Liège,,,
4680,Oupeye,Hermée,Liège,,,
4681,Oupeye,Hermalle-sous-Argenteau,Liège,,,
4682,Oupeye,Heure-le-Romain,Liège,,,
4682,Oupeye,Houtain-Saint-Siméon,Liège,,,
4683,Oupeye,Vivegnis,Liège,,,
4684,Oupeye,Haccourt,Liège,,,
4690,Bassenge,Boirs,Liège,,,
4690,Bassenge,Eben-Emael,Liège,,,
4690,Bassenge,Glons,Liège,,,
4690,Bassenge,Roclenge-sur-Geer,Liège,,,
4690,Bassenge,Wonck,Liège,,,
4701,Eupen,Kettenis,Liège,,deu,
4711,Lontzen,Walhorn,Liège,,deu,
4721,Kelmis,Neu-Moresnet,Liège,,deu,
4728,Kelmis,Hergenrath,Liège,,deu,
4730,Raeren,Hauset,Liège,,deu,
4731,Raeren,Eynatten,Liège,,deu,
4750,Bütgenbach,Elsenborn,Liège,,deu,
4760,Büllingen,Manderfeld,Liège,,deu,
4761,Büllingen,Rocherath,Liège,,deu,
4770,Amel,Meyerode,Liège,,deu,
4771,Amel,Heppenbach,Liège,,deu,
4780,Sankt Vith,Recht,Liège,,deu,
4782,Sankt Vith,Schönberg,Liège,,deu,
4783,Sankt Vith,Lommersweiler,Liège,,deu,
4784,Sankt Vith,Crombach,Liège,,deu,
4790,Burg-Reuland,Reuland,Liège,,deu,
4791,Burg-Reuland,Thommen,Liège,,deu,
4800,Verviers,Ensival,Liège,,,
4800,Verviers,Lambermont,Liège,,,
4800,Verviers,Petit-Rechain,Liège,,,
4801,Verviers,Stembert,Liège,,,
4802,Verviers,Heusy,Liège,,,
4821,Dison,Andrimont,Liège,,,
4831,Limbourg,Bilstain,Liège,,,
4834,Limbourg,Goé,Liège,,,
4837,Baelen,Membach,Liège,,,
4841,Welkenraedt,Henri-Chapelle,Liège,,,
4845,Jalhay,Sart,Liège,,,
4850,Plombières,Montzen,Liège,,,
4850,Plombières,Moresnet,Liège,,,
4851,Plombières,Gemmenich,Liège,,,
4851,Plombières,Sippenaeken,Liège,,,
4852,Plombières,Hombourg,Liège,,,
4860,Pepinster,Cornesse,Liège,,,
4860,Pepinster,Wegnez,Liège,,,
4861,Pepinster,Soiron,Liège,,,
4870,Trooz,Forêt,Liège,,,
4870,Trooz,Fraipont,Liège,,,
4870,Trooz,Nessonvaux,Liège,,,
4890,Thimister-Clermont,Clermont,Liège,,,
4890,Thimister-Clermont,Thimister,Liège,,,
4910,Theux,La Reid,Liège,,,
4910,Theux,Polleur,Liège,,,
4920,Aywaille,Ernonheid,Liège,,,
4920,Aywaille,Harzé,Liège,,,
4920,Aywaille,Sougné-Remouchamps,Liège,,,
4950,Waimes,Faymonville,Liège,,frd,
4950,Waimes,Robertville,Liège,,frd,
4960,Malmedy,Bellevaux-Ligneuville,Liège,,frd,
4960,Malmedy,Bevercé,Liège,,frd,
4970,Stavelot,Francorchamps,Liège,,,
4980,Trois-Ponts,Fosse,Liège,,,
4980,Trois-Ponts,Wanne,Liège,,,
4983,Trois-Ponts,Basse-Bodeux,Liège,,,
4987,Stoumont,Chevron,Liège,,,
4987,Stoumont,La Gleize,Liège,,,
4987,Stoumont,Lorcé,Liège,,,
4987,Stoumont,Rahier,Liège,,,
4990,Lierneux,Arbrefontaine,Liège,,,
4990,Lierneux,Bra,Liège,,,
5000,Namur,Beez,Namur,,,
5001,Namur,Belgrade,Namur,,,
5002,Namur,Saint-Servais,Namur,,,
5003,Namur,Saint-Marc,Namur,,,
5004,Namur,Bouge,Namur,,,
5020,Namur,Champion,Namur,,,
5020,Namur,Daussoulx,Namur,,,
5020,Namur,Flawinne,Namur,,,
5020,Namur,Malonne,Namur,,,
5020,Namur,Suarlée,Namur,,,
5020,Namur,Temploux,Namur,,,
5020,Namur,Vedrin,Namur,,,
5021,Namur,Boninne,Namur,,,
5022,Namur,Cognelée,Namur,,,
5024,Namur,Gelbressée,Namur,,,
5024,Namur,Marches-les-Dames,Namur,,,
5030,Gembloux,Beuzet,Namur,,,
5030,Gembloux,Ernage,Namur,,,
5030,Gembloux,Grand-Manil,Namur,,,
5030,Gembloux,Lonzée,Namur,,,
5030,Gembloux,Sauvenière,Namur,,,
5031,Gembloux,Grand-Leez,Namur,,,
5032,Gembloux,Bossière,Namur,,,
5032,Gembloux,Bothey,Namur,,,
5032,Gembloux,Corroy-le-Château,Namur,,,
5032,Gembloux,Isnes,Namur,,,
5032,Gembloux,Mazy,Namur,,,
5060,Sambreville,Arsimont,Namur,,,
5060,Sambreville,Auvelais,Namur,,,
5060,Sambreville,Falisolle,Namur,,,
5060,Sambreville,Keumiée,Namur,,,
5060,Sambreville,Moignelée,Namur,,,
5060,Sambreville,Tamines,Namur,,,
5060,Sambreville,Velaine,Namur,,,
5070,Fosses-la-Ville,Aisemont,Namur,,,
5070,Fosses-la-Ville,Le Roux,Namur,,,
5070,Fosses-la-Ville,Sart-Eustache,Namur,,,
5070,Fosses-la-Ville,Sart-Saint-Laurent,Namur,,,
5070,Fosses-la-Ville,Vitrival,Namur,,,
5080,La Bruyère,Emines,Namur,,,
5080,La Bruyère,Rhisnes,Namur,,,
5080,La Bruyère,Villers-lez-Heest,Namur,,,
5080,La Bruyère,Warisoulx,Namur,,,
5081,La Bruyère,Bovesse,Namur,,,
5081,La Bruyère,Meux,Namur,,,
5081,La Bruyère,Saint-Denis,Namur,,,
5100,Namur,Dave,Namur,,,
5100,Namur,Jambes,Namur,,,
5100,Namur,Naninne,Namur,,,
5100,Namur,Wépion,Namur,,,
5100,Namur,Wierde,Namur,,,
5101,Namur,Erpent,Namur,,,
5101,Namur,Lives-sur-Meuse,Namur,,,
5101,Namur,Loyers,Namur,,,
5140,Sombreffe,Boignée,Namur,,,
5140,Sombreffe,Ligny,Namur,,,
5140,Sombreffe,Tongrinne,Namur,,,
5150,Floreffe,Floriffoux,Namur,,,
5150,Floreffe,Franière,Namur,,,
5150,Floreffe,Soye,Namur,,,
5170,Profondeville,Arbre,Namur,,,
5170,Profondeville,Bois-de-Villers,Namur,,,
5170,Profondeville,Lesve,Namur,,,
5170,Profondeville,Lustin,Namur,,,
5170,Profondeville,Rivière,Namur,,,
5190,Jemeppe-sur-Sambre,Balâtre,Namur,,,
5190,Jemeppe-sur-Sambre,Ham-sur-Sambre,Namur,,,
5190,Jemeppe-sur-Sambre,Mornimont,Namur,,,
5190,Jemeppe-sur-Sambre,Moustier,Namur,,,
5190,Jemeppe-sur-Sambre,Onoz,Namur,,,
5190,Jemeppe-sur-Sambre,Saint-Martin,Namur,,,
5190,Jemeppe-sur-Sambre,Spy,Namur,,,
5300,Andenne,Bonneville,Namur,,,
5300,Andenne,Coutisse,Namur,,,
5300,Andenne,Landenne,Namur,,,
5300,Andenne,Maizeret,Namur,,,
5300,Andenne,Namêche,Namur,,,
5300,Andenne,Sclayn,Namur,,,
5300,Andenne,Seilles,Namur,,,
5300,Andenne,Thon,Namur,,,
5300,Andenne,Vezin,Namur,,,
5310,Éghezée,Aische-en-Refail,Namur,,,
5310,Éghezée,Bolinne,Namur,,,
5310,Éghezée,Boneffe,Namur,,,
